ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,_col.None
Warlpiri,Warlpiri,,,,warl1254,,
Wedau-Topura,Wedau,,,,weda1241,,
Wedau,Wedau,,,,weda1241,,
Weri,Weri,,,,weri1253,,
SouthernToussian,Southern Toussian,,,,sout2797,,
WikMungkan,Wik-Mungkan,,,,wikm1247,,
Wiru,Wiru,,,,wiru1244,,
Muduapa-Vitu,Muduapa,,,,mudu1242,,
Kunbarlang,Kunbarlang,,,,kunb1251,,
WalmajarriJuwaliny,Walmajarri-Juwaliny,,,,walm1241,,
Mwani,Mwani,,,,mwan1247,,
Wantoat,Wantoat,,,,want1252,,
Usan,Usan,,,,usan1239,,
WobeWeNorthern,Wobe-Wè Northern,,,,weno1238,,
Wolof-RegionalWolof,Wolof,,,,nucl1347,,
HangaHundi,Hanga Hundi,,,,hang1263,,
Garrwa,Garrwa,,,,gara1269,,
Worrorra,Worrorra,,,,worr1237,,
Waris,Waris,,,,wari1266,,
Waskia,Waskia,,,,wask1241,,
WuvuluAua,Wuvulu-Aua,,,,wuvu1239,,
Xavante,Xavánte,,,,xava1240,,
Kombio-Wampukuamp,Kombio,,,,komb1272,,
Kombio-Yanimoi,Kombio,,,,komb1272,,
Hdi,Hdi,,,,hdii1240,,
Kamula,Kamula,,,,kamu1260,,
TanzanianNgoni,Tanzanian Ngoni,,,,tanz1241,,
NorthernKankanay,Northern Kankanay,,,,nort2877,,
Konkomba,Konkomba,,,,konk1269,,
EasternKaraboro,Eastern Karaboro,,,,east2398,,
TinaSambal,Tinà Sambal,,,,tina1248,,
Sio,Sio,,,,sioo1240,,
Kasem,Kasem,,,,kase1253,,
SoluKhumbuSherpa,Solu-Khumbu Sherpa,,,,sher1255,,
KatchaKadugliMiri,Katcha-Kadugli-Miri,,,,katc1249,,
DiuxiTilantongoMixtec,Diuxi-Tilantongo Mixtec,,,,diux1235,,
MagdalenaPenascoMixtec,Magdalena Peñasco Mixtec,,,,magd1235,,
NorthernTlaxiacoMixtec,Northern Tlaxiaco Mixtec,,,,nort2985,,
Kuo,Kuo,,,,kuoo1238,,
Yaminahua,Yaminahua,,,,yami1256,,
Yagua,Yagua,,,,yagu1244,,
Yalunka,Yalunka,,,,yalu1240,,
Yamba,Yamba,,,,yamb1251,,
Yao,Yao,,,,yaoo1241,,
Yapese,Yapese,,,,yape1248,,
Yaqui,Yaqui,,,,yaqu1251,,
Yaweyuha,Yaweyuha,,,,yawe1241,,
Yucuna,Yucuna,,,,yucu1253,,
Yindjibarndi,Yindjibarndi,,,,yind1247,,
Yakan,Yakan,,,,yaka1277,,
Yele,Yele,,,,yele1255,,
Iamalele,Iamalele,,,,iama1237,,
Yombe,Yombe,,,,yomb1244,,
Yonggom,Yonggom,,,,yong1280,,
Yoruba,Yoruba,,,,yoru1245,,
Yareba,Yareba,,,,yare1248,,
Yaoure,Yaouré,,,,yaou1238,,
YessanMayo-Yamano,Yessan-Mayo,,,,yess1239,,
YessanMayo-Yawu,Yessan-Mayo,,,,yess1239,,
KarkarYuri,Karkar-Yuri,,,,kark1258,,
Yopno,Yopno,,,,yopn1238,,
YauNungon,Yau-Nungon,,,,yaum1237,,
Yawa,Yawa,,,,nucl1454,,
SierradeJuarezZapotec,Sierra de Juárez Zapotec,,,,sier1250,,
WesternTlacolulaValleyZapotec,Western Tlacolula Valley Zapotec,,,,sanj1284,,
OcotlanZapotec,Ocotlán Zapotec,,,,ocot1244,,
CajonosZapotec,Cajonos Zapotec,,,,cajo1238,,
YareniZapotec,Yareni Zapotec,,,,yare1249,,
IsthmusZapotec,Isthmus Zapotec,,,,isth1244,,
Zaramo,Zaramo,,,,zara1247,,
CuixtlaXitlaZapotec,Cuixtla-Xitla Zapotec,,,,miah1235,,
OzolotepecZapotec,Ozolotepec Zapotec,,,,ozol1235,,
Zapotec,Zapotec,,,,zapo1437,,
RinconZapotec,Rincón Zapotec,,,,rinc1236,,
SantoDomingoAlbarradasZapotec,Santo Domingo Albarradas Zapotec,,,,sant1450,,
TabaaZapotec,Tabaa Zapotec,,,,taba1268,,
YatzachiZapotec,Yatzachi Zapotec,,,,yatz1235,,
MitlaZapotec,Mitla Zapotec,,,,mitl1236,,
CoatecasAltasZapotec,Coatecas Altas Zapotec,,,,coat1244,,
Kinga,Kinga,,,,nucl1379,,
Zia,Zia,,,,ziaa1250,,
ZigulaMushungulu,Zigula-Mushungulu,,,,zigu1244,,
CentralMalay,Central Malay,,,,mala1479,,
NorthernChiapasZoque,Northern Chiapas Zoque,,,,fran1266,,
ChoapanZapotec,Choapan Zapotec,,,,choa1237,,
GueveaDeHumboldtZapotec,Guevea De Humboldt Zapotec,,,,guev1238,,
SantaMariaQuiegolaniZapotec,Santa María Quiegolani Zapotec,,,,sant1451,,
LachixioZapotec,Lachixío Zapotec,,,,lach1249,,
MixtepecZapotec,Mixtepec Zapotec,,,,mixt1426,,
AmatlanZapotec,Amatlán Zapotec,,,,amat1238,,
ZoogochoZapotec,Zoogocho Zapotec,,,,zoog1238,,
SanVicenteCoatlanZapotec,San Vicente Coatlán Zapotec,,,,sanv1242,,
YalalagZapotec,Yalálag Zapotec,,,,yala1267,,
ChichicapanZapotec,Chichicapan Zapotec,,,,chic1274,,
TexmelucanZapotec,Texmelucan Zapotec,,,,texm1235,,
SouthernRinconZapotec,Southern Rincon Zapotec,,,,sout3004,,
QuioquitaniQuieriZapotec,Quioquitani-Quieri Zapotec,,,,quio1241,,
YateeZapotec,Yatee Zapotec,,,,yate1242,,
Zyphe,Zyphe,,,,zyph1238,,
